,0
0,11.0
1,64.0
2,244.0
3,261.0
4,347.0
5,430.0
6,543.0
7,708.0
8,1246.0
9,1469.0
10,1524.0
11,1635.0
12,2442.0
13,2539.0
14,2564.0
15,2567.0
16,2584.0
17,2731.0
