,0
498,3908.0
499,3909.0
500,3910.0
501,3911.0
502,3913.0
503,3914.0
504,3915.0
505,3917.0
506,3919.0
507,3920.0
508,3922.0
509,3925.0
510,3926.0
511,3927.0
512,3928.0
513,3932.0
514,3933.0
515,3934.0
516,3935.0
517,3936.0
518,3937.0
519,3938.0
520,3939.0
521,3940.0
522,3941.0
523,3942.0
524,3944.0
525,3945.0
526,3946.0
527,3947.0
528,3948.0
529,3949.0
530,3950.0
531,3951.0
532,3957.0
533,3959.0
534,3960.0
535,3961.0
536,3964.0
537,3965.0
538,3971.0
539,3973.0
540,3974.0
541,3975.0
542,3978.0
543,3980.0
544,3981.0
545,3982.0
546,3983.0
547,3986.0
548,3988.0
549,3989.0
550,3990.0
551,3991.0
552,3992.0
553,3993.0
554,3994.0
555,3996.0
556,3998.0
557,3999.0
558,4000.0
559,4001.0
560,4003.0
561,4004.0
562,4006.0
563,4007.0
564,4008.0
565,4009.0
566,4011.0
567,4014.0
568,4016.0
569,4018.0
570,4019.0
571,4021.0
572,4022.0
573,4023.0
574,4025.0
575,4026.0
576,4027.0
577,4030.0
578,4031.0
579,4033.0
580,4034.0
581,4035.0
582,4036.0
583,4037.0
584,4040.0
585,4041.0
586,4042.0
587,4043.0
588,4044.0
589,4045.0
590,4046.0
591,4047.0
592,4048.0
593,4049.0
594,4056.0
595,4057.0
596,4058.0
597,4059.0
598,4060.0
599,4062.0
600,4066.0
601,4067.0
602,4068.0
603,4069.0
604,4071.0
605,4072.0
606,4073.0
607,4074.0
608,4077.0
609,4078.0
610,4080.0
611,4081.0
612,4082.0
613,4083.0
614,4084.0
615,4085.0
616,4087.0
617,4088.0
618,4091.0
619,4092.0
620,4093.0
621,4094.0
622,4095.0
623,4096.0
624,4098.0
625,4100.0
626,4101.0
627,4103.0
628,4104.0
629,4106.0
630,4107.0
631,4108.0
632,4109.0
633,4110.0
634,4111.0
635,4112.0
636,4113.0
637,4114.0
638,4116.0
639,4118.0
640,4119.0
641,4120.0
642,4121.0
643,4122.0
644,4123.0
645,4124.0
646,4125.0
647,4126.0
