,0
329,3673.0
330,3674.0
331,3675.0
332,3676.0
333,3677.0
334,3678.0
335,3679.0
336,3680.0
337,3681.0
338,3684.0
339,3685.0
340,3687.0
341,3690.0
342,3696.0
343,3697.0
344,3698.0
345,3699.0
346,3700.0
347,3702.0
348,3703.0
349,3705.0
350,3706.0
351,3707.0
352,3708.0
353,3709.0
354,3710.0
355,3711.0
356,3712.0
357,3713.0
358,3714.0
359,3715.0
360,3717.0
361,3718.0
362,3719.0
363,3720.0
364,3721.0
365,3722.0
366,3724.0
367,3725.0
368,3726.0
369,3727.0
370,3729.0
371,3730.0
372,3731.0
373,3733.0
374,3734.0
375,3735.0
376,3736.0
377,3737.0
378,3738.0
379,3739.0
380,3740.0
381,3741.0
382,3743.0
383,3744.0
384,3745.0
385,3746.0
386,3747.0
387,3748.0
388,3749.0
389,3750.0
390,3751.0
391,3752.0
392,3753.0
393,3754.0
394,3755.0
395,3756.0
396,3757.0
397,3758.0
398,3760.0
399,3761.0
400,3762.0
401,3766.0
402,3767.0
403,3768.0
404,3769.0
405,3770.0
406,3771.0
407,3772.0
408,3773.0
409,3774.0
410,3775.0
411,3776.0
412,3778.0
413,3780.0
414,3781.0
415,3782.0
416,3783.0
417,3784.0
418,3785.0
419,3786.0
420,3788.0
421,3789.0
422,3790.0
423,3792.0
424,3793.0
425,3795.0
426,3797.0
427,3798.0
428,3799.0
429,3800.0
430,3801.0
431,3803.0
432,3804.0
433,3806.0
434,3807.0
435,3808.0
436,3810.0
437,3811.0
438,3812.0
439,3813.0
440,3814.0
441,3815.0
442,3816.0
443,3817.0
444,3818.0
445,3819.0
446,3823.0
447,3825.0
448,3827.0
449,3828.0
450,3830.0
451,3833.0
452,3834.0
453,3835.0
454,3836.0
455,3837.0
456,3838.0
457,3840.0
458,3842.0
459,3843.0
460,3847.0
461,3848.0
462,3850.0
463,3851.0
464,3852.0
465,3855.0
466,3857.0
467,3859.0
468,3860.0
469,3863.0
470,3865.0
471,3866.0
472,3867.0
473,3868.0
474,3869.0
475,3871.0
476,3872.0
477,3873.0
478,3874.0
479,3875.0
480,3876.0
481,3878.0
482,3879.0
483,3880.0
484,3882.0
485,3883.0
486,3884.0
487,3886.0
488,3887.0
489,3888.0
490,3889.0
491,3890.0
492,3891.0
493,3892.0
494,3893.0
495,3894.0
496,3897.0
497,3899.0
498,3900.0
499,3901.0
500,3902.0
501,3903.0
502,3904.0
503,3905.0
504,3906.0
505,3907.0
506,3908.0
507,3909.0
508,3910.0
509,3911.0
510,3913.0
511,3914.0
512,3915.0
513,3917.0
514,3919.0
515,3920.0
516,3922.0
517,3925.0
518,3926.0
519,3927.0
520,3928.0
521,3932.0
522,3933.0
523,3934.0
524,3935.0
525,3936.0
526,3937.0
527,3938.0
528,3939.0
529,3940.0
530,3941.0
531,3942.0
532,3944.0
533,3945.0
534,3946.0
535,3947.0
536,3948.0
537,3949.0
538,3950.0
539,3951.0
540,3957.0
541,3959.0
542,3960.0
543,3961.0
544,3964.0
545,3965.0
546,3971.0
547,3973.0
548,3974.0
549,3975.0
550,3978.0
551,3980.0
552,3981.0
553,3982.0
554,3983.0
555,3986.0
556,3988.0
557,3989.0
558,3990.0
559,3991.0
560,3992.0
561,3993.0
562,3994.0
563,3996.0
564,3998.0
565,3999.0
566,4000.0
567,4001.0
568,4003.0
569,4004.0
570,4006.0
571,4007.0
572,4008.0
573,4009.0
574,4011.0
575,4014.0
576,4016.0
577,4018.0
578,4019.0
579,4021.0
580,4022.0
581,4023.0
582,4025.0
583,4026.0
584,4027.0
585,4030.0
586,4031.0
587,4033.0
588,4034.0
589,4035.0
590,4036.0
591,4037.0
592,4040.0
593,4041.0
594,4042.0
595,4043.0
596,4044.0
597,4045.0
598,4046.0
599,4047.0
600,4048.0
601,4049.0
602,4056.0
603,4057.0
604,4058.0
605,4059.0
606,4060.0
607,4062.0
608,4066.0
609,4067.0
610,4068.0
611,4069.0
612,4071.0
613,4072.0
614,4073.0
615,4074.0
616,4077.0
617,4078.0
618,4080.0
619,4081.0
620,4082.0
621,4083.0
622,4084.0
623,4085.0
624,4087.0
625,4088.0
626,4091.0
627,4092.0
628,4093.0
629,4094.0
630,4095.0
631,4096.0
632,4098.0
633,4100.0
634,4101.0
635,4103.0
636,4104.0
637,4106.0
638,4107.0
639,4108.0
640,4109.0
641,4110.0
642,4111.0
643,4112.0
644,4113.0
645,4114.0
646,4116.0
647,4118.0
648,4119.0
649,4120.0
650,4121.0
651,4122.0
652,4123.0
653,4124.0
654,4125.0
655,4126.0
