;NO;FR;ES;CH;SE;AT;IT;RO;BG;PT;ME;RS
2015-01-01 00:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 01:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 02:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 03:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 04:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 05:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 06:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 07:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 08:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 09:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 10:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 11:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 12:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 13:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 14:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 15:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 16:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 17:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 18:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 19:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 20:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 21:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 22:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-01 23:00:00;5741.9;1456.2;3929.5;392.4;4065.1;146.9;303.2;376.9;339.4;440.4;98.8;67.3
2015-01-02 00:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 01:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 02:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 03:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 04:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 05:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 06:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 07:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 08:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 09:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 10:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 11:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 12:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 13:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 14:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 15:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 16:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 17:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 18:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 19:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 20:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 21:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 22:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-02 23:00:00;5859.0;1495.0;4011.5;384.5;3884.0;146.9;289.0;383.5;345.4;430.3;112.0;68.2
2015-01-03 00:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 01:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 02:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 03:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 04:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 05:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 06:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 07:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 08:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 09:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 10:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 11:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 12:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 13:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 14:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 15:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 16:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 17:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 18:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 19:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 20:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 21:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 22:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-03 23:00:00;5738.1;1489.2;4079.2;370.2;3744.9;139.9;288.3;371.9;322.8;444.7;87.4;65.4
2015-01-04 00:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 01:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 02:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 03:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 04:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 05:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 06:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 07:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 08:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 09:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 10:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 11:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 12:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 13:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 14:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 15:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 16:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 17:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 18:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 19:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 20:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 21:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 22:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-04 23:00:00;5515.1;1539.9;4294.5;420.1;3803.6;143.8;326.7;360.8;335.8;462.9;92.3;65.4
2015-01-05 00:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 01:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 02:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 03:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 04:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 05:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 06:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 07:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 08:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 09:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 10:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 11:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 12:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 13:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 14:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 15:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 16:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 17:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 18:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 19:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 20:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 21:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 22:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-05 23:00:00;5421.2;1442.7;4319.2;402.9;3780.0;139.7;288.3;400.1;364.8;466.8;131.2;64.7
2015-01-06 00:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 01:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 02:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 03:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 04:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 05:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 06:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 07:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 08:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 09:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 10:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 11:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 12:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 13:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 14:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 15:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 16:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 17:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 18:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 19:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 20:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 21:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 22:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-06 23:00:00;5397.0;1363.0;4180.9;361.6;3661.9;133.3;252.2;407.5;341.0;472.1;108.0;62.7
2015-01-07 00:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 01:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 02:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 03:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 04:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 05:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 06:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 07:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 08:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 09:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 10:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 11:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 12:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 13:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 14:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 15:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 16:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 17:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 18:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 19:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 20:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 21:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 22:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-07 23:00:00;5122.7;1382.7;4425.5;333.0;3491.6;133.5;263.0;374.5;346.2;487.8;94.4;64.3
2015-01-08 00:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 01:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 02:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 03:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 04:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 05:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 06:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 07:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 08:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 09:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 10:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 11:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 12:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 13:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 14:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 15:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 16:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 17:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 18:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 19:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 20:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 21:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 22:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-08 23:00:00;5472.3;1545.4;4340.0;403.0;3412.7;131.3;296.3;362.9;350.5;465.7;99.9;69.5
2015-01-09 00:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 01:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 02:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 03:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 04:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 05:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 06:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 07:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 08:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 09:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 10:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 11:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 12:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 13:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 14:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 15:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 16:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 17:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 18:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 19:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 20:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
2015-01-09 21:00:00;5142.3;1458.3;4509.4;344.5;3428.2;130.6;287.3;380.9;376.2;477.7;114.4;73.4
