;NO;FR;ES;CH;SE;DE;AT;IT;BG;HR;PT;RO;CZ;HU;BA;RS;SI;FI;PL;SK;MK;ME
2015-01-01 00:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 01:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 02:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 03:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 04:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 05:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 06:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 07:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 08:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 09:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 10:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 11:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 12:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 13:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 14:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 15:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 16:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 17:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 18:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 19:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 20:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 21:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 22:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-01 23:00:00;10664.1;1871.9;3341.3;737.9;6310.7;2802.6;203.0;361.6;370.0;608.5;366.7;443.9;212.3;31.1;378.3;71.9;287.9;2139.3;314.1;430.3;124.1;112.2
2015-01-02 00:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 01:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 02:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 03:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 04:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 05:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 06:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 07:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 08:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 09:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 10:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 11:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 12:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 13:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 14:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 15:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 16:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 17:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 18:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 19:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 20:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 21:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 22:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-02 23:00:00;10277.4;1687.8;3468.9;649.7;6286.0;2247.8;192.0;298.0;379.4;577.7;391.5;461.3;202.7;32.7;344.3;70.0;295.4;2095.9;264.6;414.5;111.7;112.0
2015-01-03 00:00:00;10311.4;1792.6;3761.4;671.1;6208.6;2211.2;194.5;252.7;364.8;576.8;408.2;449.4;219.4;32.0;351.0;68.0;315.9;2094.3;288.0;421.1;110.7;91.2
2015-01-03 01:00:00;10311.4;1792.6;3761.4;671.1;6208.6;2211.2;194.5;252.7;364.8;576.8;408.2;449.4;219.4;32.0;351.0;68.0;315.9;2094.3;288.0;421.1;110.7;91.2
2015-01-03 02:00:00;10311.4;1792.6;3761.4;671.1;6208.6;2211.2;194.5;252.7;364.8;576.8;408.2;449.4;219.4;32.0;351.0;68.0;315.9;2094.3;288.0;421.1;110.7;91.2
2015-01-03 03:00:00;10311.4;1792.6;3761.4;671.1;6208.6;2211.2;194.5;252.7;364.8;576.8;408.2;449.4;219.4;32.0;351.0;68.0;315.9;2094.3;288.0;421.1;110.7;91.2
2015-01-03 04:00:00;10311.4;1792.6;3761.4;671.1;6208.6;2211.2;194.5;252.7;364.8;576.8;408.2;449.4;219.4;32.0;351.0;68.0;315.9;2094.3;288.0;421.1;110.7;91.2
2015-01-03 05:00:00;10311.4;1792.6;3761.4;671.1;6208.6;2211.2;194.5;252.7;364.8;576.8;408.2;449.4;219.4;32.0;351.0;68.0;315.9;2094.3;288.0;421.1;110.7;91.2
2015-01-03 06:00:00;10311.4;1792.6;3761.4;671.1;6208.6;2211.2;194.5;252.7;364.8;576.8;408.2;449.4;219.4;32.0;351.0;68.0;315.9;2094.3;288.0;421.1;110.7;91.2
2015-01-03 07:00:00;10311.4;1792.6;3761.4;671.1;6208.6;2211.2;194.5;252.7;364.8;576.8;408.2;449.4;219.4;32.0;351.0;68.0;315.9;2094.3;288.0;421.1;110.7;91.2
2015-01-03 08:00:00;10311.4;1792.6;3761.4;671.1;6208.6;2211.2;194.5;252.7;364.8;576.8;408.2;449.4;219.4;32.0;351.0;68.0;315.9;2094.3;288.0;421.1;110.7;91.2
2015-01-03 09:00:00;10311.4;1792.6;3761.4;671.1;6208.6;2211.2;194.5;252.7;364.8;576.8;408.2;449.4;219.4;32.0;351.0;68.0;315.9;2094.3;288.0;421.1;110.7;91.2
2015-01-03 10:00:00;10311.4;1792.6;3761.4;671.1;6208.6;2211.2;194.5;252.7;364.8;576.8;408.2;449.4;219.4;32.0;351.0;68.0;315.9;2094.3;288.0;421.1;110.7;91.2
2015-01-03 11:00:00;10311.4;1792.6;3761.4;671.1;6208.6;2211.2;194.5;252.7;364.8;576.8;408.2;449.4;219.4;32.0;351.0;68.0;315.9;2094.3;288.0;421.1;110.7;91.2
2015-01-03 12:00:00;10311.4;1792.6;3761.4;671.1;6208.6;2211.2;194.5;252.7;364.8;576.8;408.2;449.4;219.4;32.0;351.0;68.0;315.9;2094.3;288.0;421.1;110.7;91.2
2015-01-03 13:00:00;10311.4;1792.6;3761.4;671.1;6208.6;2211.2;194.5;252.7;364.8;576.8;408.2;449.4;219.4;32.0;351.0;68.0;315.9;2094.3;288.0;421.1;110.7;91.2
2015-01-03 14:00:00;10311.4;1792.6;3761.4;671.1;6208.6;2211.2;194.5;252.7;364.8;576.8;408.2;449.4;219.4;32.0;351.0;68.0;315.9;2094.3;288.0;421.1;110.7;91.2
